project_id,student_id,supervisor_id,title,category,status,year_published,dataset_available
545,545,75,Molecular Mechanisms of Sickle Cell Disease in Experimental Patients,Sickle Cell Disease,Completed,2024,Yes
546,546,5,Epidemiology of Clinical Hematology in Experimental Populations,Clinical Hematology,Ongoing,2021,No
547,547,22,Epidemiology of Hematologic Malignancies in Community Populations,Hematologic Malignancies,Completed,2021,Yes
548,548,76,Advances in Clinical Hematology for Pediatric Management,Clinical Hematology,Ongoing,2021,No
549,549,18,Clinical Outcomes of Sickle Cell Disease in Experimental,Sickle Cell Disease,Ongoing,2024,Yes
550,550,52,Clinical Outcomes of Stem Cell Research in Adult,Stem Cell Research,Ongoing,2024,Yes
551,551,50,Impact of Stem Cell Research Protocols on Pediatric Outcomes,Stem Cell Research,Completed,2021,Yes
552,552,92,Advances in Transfusion Medicine for Community Management,Transfusion Medicine,Completed,2022,No
553,553,41,Molecular Mechanisms of Stem Cell Research in Hospital Patients,Stem Cell Research,Completed,2023,No
554,554,35,Evaluation of Transfusion Medicine Techniques in Pediatric,Transfusion Medicine,Ongoing,2021,Yes
555,555,58,Clinical Outcomes of Hematologic Malignancies in Community,Hematologic Malignancies,Ongoing,2021,No
556,556,22,Evaluation of Sickle Cell Disease Techniques in Hospital,Sickle Cell Disease,Completed,2021,No
557,557,47,Impact of Clinical Hematology Protocols on Hospital Outcomes,Clinical Hematology,Completed,2024,No
558,558,83,Impact of Hematologic Malignancies Protocols on Community Outcomes,Hematologic Malignancies,Completed,2023,No
559,559,81,Advances in Laboratory Hematology for Pediatric Management,Laboratory Hematology,Ongoing,2023,Yes
560,560,49,Genetic Factors Influencing Laboratory Hematology in Experimental,Laboratory Hematology,Completed,2022,Yes
561,561,60,Clinical Outcomes of Hematologic Malignancies in Experimental,Hematologic Malignancies,Completed,2024,No
562,562,35,Molecular Mechanisms of Hematologic Malignancies in Laboratory Patients,Hematologic Malignancies,Ongoing,2023,Yes
563,563,81,Evaluation of Immunohematology Techniques in Pediatric,Immunohematology,Completed,2022,Yes
564,564,7,Impact of Clinical Hematology Protocols on Adult Outcomes,Clinical Hematology,Completed,2024,No
565,565,96,Advances in Stem Cell Research for Hospital Management,Stem Cell Research,Ongoing,2023,Yes
566,566,25,Epidemiology of Sickle Cell Disease in Pediatric Populations,Sickle Cell Disease,Ongoing,2023,Yes
567,567,72,Evaluation of Stem Cell Research Techniques in Community,Stem Cell Research,Completed,2023,No
568,568,83,Genetic Factors Influencing Clinical Hematology in Pediatric,Clinical Hematology,Ongoing,2024,Yes
569,569,66,Clinical Outcomes of Laboratory Hematology in Experimental,Laboratory Hematology,Ongoing,2024,Yes
570,570,20,Correlation between Stem Cell Research and Hospital in Experimental,Stem Cell Research,Completed,2021,Yes
571,571,84,Impact of Laboratory Hematology Protocols on Adult Outcomes,Laboratory Hematology,Ongoing,2024,Yes
572,572,9,Clinical Outcomes of Clinical Hematology in Experimental,Clinical Hematology,Ongoing,2024,No
573,573,21,Epidemiology of Blood Disorders in Laboratory Populations,Blood Disorders,Ongoing,2023,No
574,574,48,Epidemiology of Hematologic Malignancies in Experimental Populations,Hematologic Malignancies,Ongoing,2023,No
575,575,57,Epidemiology of Stem Cell Research in Community Populations,Stem Cell Research,Ongoing,2022,Yes
576,576,78,Molecular Mechanisms of Blood Disorders in Pediatric Patients,Blood Disorders,Ongoing,2022,No
577,577,12,Advances in Transfusion Medicine for Experimental Management,Transfusion Medicine,Ongoing,2023,No
578,578,7,Genetic Factors Influencing Clinical Hematology in Community,Clinical Hematology,Completed,2023,Yes
579,579,35,Clinical Outcomes of Transfusion Medicine in Adult,Transfusion Medicine,Completed,2024,No
580,580,21,Impact of Clinical Hematology Protocols on Community Outcomes,Clinical Hematology,Ongoing,2023,No
581,581,59,Epidemiology of Sickle Cell Disease in Hospital Populations,Sickle Cell Disease,Ongoing,2021,Yes
582,582,67,Impact of Immunohematology Protocols on Community Outcomes,Immunohematology,Completed,2021,No
583,583,55,Molecular Mechanisms of Immunohematology in Community Patients,Immunohematology,Completed,2023,No
584,584,21,Epidemiology of Laboratory Hematology in Laboratory Populations,Laboratory Hematology,Completed,2022,Yes
585,585,13,Impact of Immunohematology Protocols on Experimental Outcomes,Immunohematology,Completed,2024,Yes
586,586,99,Genetic Factors Influencing Hematologic Malignancies in Community,Hematologic Malignancies,Completed,2021,No
587,587,65,Genetic Factors Influencing Immunohematology in Experimental,Immunohematology,Ongoing,2024,Yes
588,588,6,Advances in Laboratory Hematology for Laboratory Management,Laboratory Hematology,Completed,2021,Yes
589,589,31,Advances in Stem Cell Research for Pediatric Management,Stem Cell Research,Completed,2021,No
590,590,38,Epidemiology of Transfusion Medicine in Adult Populations,Transfusion Medicine,Ongoing,2024,No
591,591,42,Advances in Immunohematology for Experimental Management,Immunohematology,Ongoing,2021,Yes
592,592,57,Impact of Hematologic Malignancies Protocols on Pediatric Outcomes,Hematologic Malignancies,Completed,2023,No
593,593,69,Clinical Outcomes of Transfusion Medicine in Experimental,Transfusion Medicine,Completed,2021,No
594,594,97,Genetic Factors Influencing Blood Disorders in Pediatric,Blood Disorders,Ongoing,2024,Yes
595,595,70,Epidemiology of Sickle Cell Disease in Experimental Populations,Sickle Cell Disease,Ongoing,2021,No
596,596,12,Advances in Transfusion Medicine for Pediatric Management,Transfusion Medicine,Completed,2024,Yes
597,597,48,Correlation between Stem Cell Research and Pediatric in Pediatric,Stem Cell Research,Completed,2023,No
598,598,49,Molecular Mechanisms of Transfusion Medicine in Hospital Patients,Transfusion Medicine,Completed,2021,No
599,599,74,Advances in Laboratory Hematology for Hospital Management,Laboratory Hematology,Completed,2022,No
600,600,57,Clinical Outcomes of Blood Disorders in Laboratory,Blood Disorders,Completed,2024,No
601,601,100,Advances in Transfusion Medicine for Hospital Management,Transfusion Medicine,Completed,2021,Yes
602,602,28,Impact of Laboratory Hematology Protocols on Pediatric Outcomes,Laboratory Hematology,Completed,2021,Yes
603,603,5,Molecular Mechanisms of Immunohematology in Experimental Patients,Immunohematology,Completed,2024,Yes
604,604,20,Molecular Mechanisms of Hematologic Malignancies in Community Patients,Hematologic Malignancies,Completed,2024,No
605,605,66,Clinical Outcomes of Transfusion Medicine in Pediatric,Transfusion Medicine,Ongoing,2021,Yes
606,606,28,Molecular Mechanisms of Blood Disorders in Community Patients,Blood Disorders,Ongoing,2021,Yes
607,607,63,Evaluation of Sickle Cell Disease Techniques in Pediatric,Sickle Cell Disease,Completed,2024,No
608,608,20,Impact of Blood Disorders Protocols on Hospital Outcomes,Blood Disorders,Completed,2024,Yes
609,609,74,Correlation between Sickle Cell Disease and Experimental in Hospital,Sickle Cell Disease,Ongoing,2024,No
610,610,48,Evaluation of Blood Disorders Techniques in Hospital,Blood Disorders,Ongoing,2023,No
611,611,65,Molecular Mechanisms of Laboratory Hematology in Adult Patients,Laboratory Hematology,Completed,2022,No
612,612,95,Evaluation of Hematologic Malignancies Techniques in Adult,Hematologic Malignancies,Ongoing,2022,Yes
613,613,14,Advances in Hematologic Malignancies for Pediatric Management,Hematologic Malignancies,Ongoing,2021,Yes
614,614,73,Impact of Immunohematology Protocols on Pediatric Outcomes,Immunohematology,Ongoing,2021,No
615,615,83,Correlation between Sickle Cell Disease and Laboratory in Community,Sickle Cell Disease,Completed,2022,Yes
616,616,20,Epidemiology of Immunohematology in Laboratory Populations,Immunohematology,Completed,2024,No
617,617,30,Correlation between Immunohematology and Pediatric in Pediatric,Immunohematology,Completed,2021,No
618,618,70,Advances in Sickle Cell Disease for Experimental Management,Sickle Cell Disease,Completed,2021,Yes
619,619,97,Genetic Factors Influencing Blood Disorders in Community,Blood Disorders,Ongoing,2024,No
620,620,38,Correlation between Transfusion Medicine and Hospital in Experimental,Transfusion Medicine,Ongoing,2024,Yes
621,621,40,Evaluation of Hematologic Malignancies Techniques in Community,Hematologic Malignancies,Ongoing,2022,Yes
622,622,38,Epidemiology of Transfusion Medicine in Hospital Populations,Transfusion Medicine,Ongoing,2023,No
623,623,8,Impact of Blood Disorders Protocols on Experimental Outcomes,Blood Disorders,Completed,2023,No
624,624,5,Correlation between Clinical Hematology and Pediatric in Experimental,Clinical Hematology,Completed,2024,No
625,625,47,Correlation between Blood Disorders and Laboratory in Experimental,Blood Disorders,Completed,2023,No
626,626,18,Epidemiology of Blood Disorders in Community Populations,Blood Disorders,Ongoing,2022,No
627,627,29,Clinical Outcomes of Clinical Hematology in Adult,Clinical Hematology,Ongoing,2023,Yes
628,628,47,Molecular Mechanisms of Blood Disorders in Adult Patients,Blood Disorders,Completed,2022,Yes
629,629,29,Epidemiology of Laboratory Hematology in Experimental Populations,Laboratory Hematology,Ongoing,2023,No
630,630,93,Genetic Factors Influencing Laboratory Hematology in Pediatric,Laboratory Hematology,Ongoing,2022,No
631,631,16,Evaluation of Stem Cell Research Techniques in Adult,Stem Cell Research,Completed,2023,No
632,632,61,Genetic Factors Influencing Blood Disorders in Laboratory,Blood Disorders,Ongoing,2024,No
633,633,35,Advances in Immunohematology for Adult Management,Immunohematology,Ongoing,2022,Yes
634,634,44,Genetic Factors Influencing Laboratory Hematology in Laboratory,Laboratory Hematology,Completed,2023,Yes
635,635,27,Genetic Factors Influencing Laboratory Hematology in Adult,Laboratory Hematology,Completed,2021,Yes
636,636,57,Correlation between Blood Disorders and Community in Community,Blood Disorders,Ongoing,2023,Yes
637,637,18,Genetic Factors Influencing Blood Disorders in Hospital,Blood Disorders,Completed,2024,Yes
638,638,82,Evaluation of Blood Disorders Techniques in Community,Blood Disorders,Ongoing,2023,Yes
639,639,93,Clinical Outcomes of Sickle Cell Disease in Hospital,Sickle Cell Disease,Completed,2021,Yes
640,640,60,Correlation between Hematologic Malignancies and Hospital in Adult,Hematologic Malignancies,Ongoing,2023,No
641,641,4,Impact of Clinical Hematology Protocols on Pediatric Outcomes,Clinical Hematology,Completed,2024,No
642,642,54,Correlation between Transfusion Medicine and Laboratory in Pediatric,Transfusion Medicine,Ongoing,2024,Yes
643,643,81,Impact of Stem Cell Research Protocols on Laboratory Outcomes,Stem Cell Research,Ongoing,2021,Yes
644,644,40,Genetic Factors Influencing Laboratory Hematology in Hospital,Laboratory Hematology,Ongoing,2021,No
645,645,70,Advances in Clinical Hematology for Adult Management,Clinical Hematology,Completed,2022,No
646,646,79,Clinical Outcomes of Immunohematology in Adult,Immunohematology,Completed,2023,Yes
647,647,87,Advances in Blood Disorders for Laboratory Management,Blood Disorders,Completed,2022,Yes
648,648,47,Evaluation of Laboratory Hematology Techniques in Experimental,Laboratory Hematology,Completed,2021,No
649,649,100,Impact of Stem Cell Research Protocols on Adult Outcomes,Stem Cell Research,Completed,2023,No
650,650,71,Impact of Sickle Cell Disease Protocols on Hospital Outcomes,Sickle Cell Disease,Ongoing,2024,Yes
651,651,37,Clinical Outcomes of Transfusion Medicine in Hospital,Transfusion Medicine,Completed,2023,No
652,652,92,Advances in Clinical Hematology for Community Management,Clinical Hematology,Ongoing,2022,No
653,653,38,Advances in Sickle Cell Disease for Community Management,Sickle Cell Disease,Completed,2021,No
654,654,64,Genetic Factors Influencing Clinical Hematology in Hospital,Clinical Hematology,Ongoing,2024,Yes
655,655,88,Correlation between Sickle Cell Disease and Hospital in Laboratory,Sickle Cell Disease,Ongoing,2023,No
656,656,87,Molecular Mechanisms of Immunohematology in Adult Patients,Immunohematology,Ongoing,2021,Yes
657,657,78,Correlation between Hematologic Malignancies and Hospital in Community,Hematologic Malignancies,Completed,2022,Yes
658,658,12,Clinical Outcomes of Stem Cell Research in Experimental,Stem Cell Research,Completed,2024,Yes
659,659,66,Impact of Hematologic Malignancies Protocols on Laboratory Outcomes,Hematologic Malignancies,Completed,2021,Yes
660,660,31,Evaluation of Blood Disorders Techniques in Experimental,Blood Disorders,Ongoing,2021,Yes
661,661,55,Clinical Outcomes of Sickle Cell Disease in Pediatric,Sickle Cell Disease,Completed,2024,Yes
662,662,52,Clinical Outcomes of Immunohematology in Hospital,Immunohematology,Ongoing,2022,No
663,663,30,Correlation between Immunohematology and Laboratory in Laboratory,Immunohematology,Ongoing,2023,No
664,664,97,Epidemiology of Clinical Hematology in Community Populations,Clinical Hematology,Ongoing,2021,Yes
665,665,38,Evaluation of Blood Disorders Techniques in Adult,Blood Disorders,Completed,2024,No
666,666,31,Impact of Transfusion Medicine Protocols on Adult Outcomes,Transfusion Medicine,Ongoing,2022,Yes
667,667,35,Genetic Factors Influencing Transfusion Medicine in Community,Transfusion Medicine,Ongoing,2021,Yes
668,668,21,Impact of Stem Cell Research Protocols on Experimental Outcomes,Stem Cell Research,Ongoing,2022,No
669,669,2,Evaluation of Immunohematology Techniques in Adult,Immunohematology,Ongoing,2024,No
670,670,46,Impact of Hematologic Malignancies Protocols on Experimental Outcomes,Hematologic Malignancies,Ongoing,2024,Yes
671,671,100,Correlation between Stem Cell Research and Hospital in Laboratory,Stem Cell Research,Ongoing,2023,Yes
672,672,88,Epidemiology of Stem Cell Research in Laboratory Populations,Stem Cell Research,Ongoing,2023,No
673,673,53,Evaluation of Sickle Cell Disease Techniques in Experimental,Sickle Cell Disease,Ongoing,2024,Yes
674,674,34,Genetic Factors Influencing Blood Disorders in Adult,Blood Disorders,Ongoing,2021,Yes
675,675,61,Genetic Factors Influencing Immunohematology in Hospital,Immunohematology,Ongoing,2022,Yes
676,676,11,Impact of Clinical Hematology Protocols on Laboratory Outcomes,Clinical Hematology,Completed,2021,Yes
677,677,38,Correlation between Hematologic Malignancies and Pediatric in Adult,Hematologic Malignancies,Ongoing,2022,No
678,678,20,Correlation between Transfusion Medicine and Experimental in Hospital,Transfusion Medicine,Ongoing,2021,No
679,679,71,Genetic Factors Influencing Sickle Cell Disease in Hospital,Sickle Cell Disease,Ongoing,2024,No
680,680,8,Genetic Factors Influencing Sickle Cell Disease in Pediatric,Sickle Cell Disease,Ongoing,2021,Yes
681,681,62,Genetic Factors Influencing Hematologic Malignancies in Laboratory,Hematologic Malignancies,Completed,2023,Yes
682,682,57,Epidemiology of Clinical Hematology in Adult Populations,Clinical Hematology,Ongoing,2023,Yes
683,683,46,Genetic Factors Influencing Stem Cell Research in Experimental,Stem Cell Research,Ongoing,2021,No
684,684,21,Impact of Clinical Hematology Protocols on Experimental Outcomes,Clinical Hematology,Ongoing,2023,Yes
685,685,48,Correlation between Clinical Hematology and Laboratory in Experimental,Clinical Hematology,Ongoing,2023,Yes
686,686,77,Correlation between Clinical Hematology and Experimental in Laboratory,Clinical Hematology,Completed,2022,Yes
687,687,38,Clinical Outcomes of Laboratory Hematology in Pediatric,Laboratory Hematology,Ongoing,2022,Yes
688,688,63,Genetic Factors Influencing Immunohematology in Adult,Immunohematology,Ongoing,2022,No
689,689,36,Molecular Mechanisms of Hematologic Malignancies in Experimental Patients,Hematologic Malignancies,Completed,2024,Yes
690,690,21,Correlation between Laboratory Hematology and Pediatric in Laboratory,Laboratory Hematology,Completed,2021,No
691,691,90,Molecular Mechanisms of Sickle Cell Disease in Community Patients,Sickle Cell Disease,Ongoing,2024,No
692,692,19,Epidemiology of Transfusion Medicine in Pediatric Populations,Transfusion Medicine,Completed,2024,Yes
693,693,91,Correlation between Laboratory Hematology and Pediatric in Hospital,Laboratory Hematology,Completed,2021,Yes
694,694,9,Impact of Transfusion Medicine Protocols on Community Outcomes,Transfusion Medicine,Ongoing,2021,No
695,695,51,Epidemiology of Stem Cell Research in Pediatric Populations,Stem Cell Research,Ongoing,2022,No
696,696,9,Molecular Mechanisms of Stem Cell Research in Community Patients,Stem Cell Research,Ongoing,2023,Yes
697,697,27,Impact of Immunohematology Protocols on Laboratory Outcomes,Immunohematology,Completed,2022,Yes
698,698,87,Impact of Transfusion Medicine Protocols on Experimental Outcomes,Transfusion Medicine,Ongoing,2023,No
699,699,14,Advances in Hematologic Malignancies for Adult Management,Hematologic Malignancies,Ongoing,2023,Yes
700,700,33,Epidemiology of Sickle Cell Disease in Community Populations,Sickle Cell Disease,Ongoing,2021,No
701,701,40,Molecular Mechanisms of Stem Cell Research in Adult Patients,Stem Cell Research,Completed,2022,Yes
702,702,75,Molecular Mechanisms of Laboratory Hematology in Community Patients,Laboratory Hematology,Ongoing,2022,Yes
703,703,37,Evaluation of Laboratory Hematology Techniques in Community,Laboratory Hematology,Ongoing,2023,Yes
704,704,31,Molecular Mechanisms of Immunohematology in Pediatric Patients,Immunohematology,Completed,2023,Yes
705,705,40,Molecular Mechanisms of Sickle Cell Disease in Experimental Patients,Sickle Cell Disease,Completed,2022,No
706,706,7,Epidemiology of Clinical Hematology in Experimental Populations,Clinical Hematology,Completed,2024,Yes
707,707,40,Epidemiology of Hematologic Malignancies in Community Populations,Hematologic Malignancies,Ongoing,2022,No
708,708,68,Advances in Clinical Hematology for Pediatric Management,Clinical Hematology,Completed,2021,Yes
709,709,53,Clinical Outcomes of Sickle Cell Disease in Experimental,Sickle Cell Disease,Ongoing,2024,No
710,710,91,Clinical Outcomes of Stem Cell Research in Adult,Stem Cell Research,Completed,2022,Yes
711,711,74,Impact of Stem Cell Research Protocols on Pediatric Outcomes,Stem Cell Research,Ongoing,2024,No
712,712,81,Advances in Transfusion Medicine for Community Management,Transfusion Medicine,Ongoing,2021,Yes
713,713,45,Molecular Mechanisms of Stem Cell Research in Hospital Patients,Stem Cell Research,Completed,2022,Yes
714,714,39,Evaluation of Transfusion Medicine Techniques in Pediatric,Transfusion Medicine,Ongoing,2021,No
715,715,98,Clinical Outcomes of Hematologic Malignancies in Community,Hematologic Malignancies,Ongoing,2024,No
716,716,88,Evaluation of Sickle Cell Disease Techniques in Hospital,Sickle Cell Disease,Completed,2022,Yes
717,717,56,Impact of Clinical Hematology Protocols on Hospital Outcomes,Clinical Hematology,Ongoing,2021,Yes
718,718,46,Impact of Hematologic Malignancies Protocols on Community Outcomes,Hematologic Malignancies,Completed,2024,Yes
719,719,63,Advances in Laboratory Hematology for Pediatric Management,Laboratory Hematology,Ongoing,2024,Yes
720,720,40,Genetic Factors Influencing Laboratory Hematology in Experimental,Laboratory Hematology,Completed,2023,No
721,721,44,Clinical Outcomes of Hematologic Malignancies in Experimental,Hematologic Malignancies,Completed,2021,No
722,722,5,Molecular Mechanisms of Hematologic Malignancies in Laboratory Patients,Hematologic Malignancies,Completed,2022,No
723,723,18,Evaluation of Immunohematology Techniques in Pediatric,Immunohematology,Completed,2022,Yes
724,724,32,Impact of Clinical Hematology Protocols on Adult Outcomes,Clinical Hematology,Completed,2024,Yes
725,725,29,Advances in Stem Cell Research for Hospital Management,Stem Cell Research,Ongoing,2022,Yes
726,726,3,Epidemiology of Sickle Cell Disease in Pediatric Populations,Sickle Cell Disease,Ongoing,2024,Yes
727,727,70,Evaluation of Stem Cell Research Techniques in Community,Stem Cell Research,Completed,2022,Yes
728,728,94,Genetic Factors Influencing Clinical Hematology in Pediatric,Clinical Hematology,Completed,2021,No
729,729,9,Clinical Outcomes of Laboratory Hematology in Experimental,Laboratory Hematology,Ongoing,2024,No
730,730,11,Correlation between Stem Cell Research and Hospital in Experimental,Stem Cell Research,Ongoing,2023,Yes
731,731,53,Impact of Laboratory Hematology Protocols on Adult Outcomes,Laboratory Hematology,Ongoing,2024,Yes
732,732,77,Clinical Outcomes of Clinical Hematology in Experimental,Clinical Hematology,Completed,2022,Yes
733,733,62,Epidemiology of Blood Disorders in Laboratory Populations,Blood Disorders,Completed,2023,No
734,734,14,Epidemiology of Hematologic Malignancies in Experimental Populations,Hematologic Malignancies,Ongoing,2023,Yes
735,735,14,Epidemiology of Stem Cell Research in Community Populations,Stem Cell Research,Ongoing,2023,Yes
736,736,18,Molecular Mechanisms of Blood Disorders in Pediatric Patients,Blood Disorders,Completed,2023,Yes
737,737,93,Advances in Transfusion Medicine for Experimental Management,Transfusion Medicine,Completed,2022,No
738,738,97,Genetic Factors Influencing Clinical Hematology in Community,Clinical Hematology,Ongoing,2021,Yes
739,739,71,Clinical Outcomes of Transfusion Medicine in Adult,Transfusion Medicine,Completed,2024,No
740,740,59,Impact of Clinical Hematology Protocols on Community Outcomes,Clinical Hematology,Ongoing,2022,No
741,741,40,Epidemiology of Sickle Cell Disease in Hospital Populations,Sickle Cell Disease,Completed,2021,No
742,742,94,Impact of Immunohematology Protocols on Community Outcomes,Immunohematology,Ongoing,2021,No
743,743,51,Molecular Mechanisms of Immunohematology in Community Patients,Immunohematology,Completed,2024,No
744,744,66,Epidemiology of Laboratory Hematology in Laboratory Populations,Laboratory Hematology,Ongoing,2022,Yes
745,745,58,Impact of Immunohematology Protocols on Experimental Outcomes,Immunohematology,Ongoing,2021,No
746,746,88,Genetic Factors Influencing Hematologic Malignancies in Community,Hematologic Malignancies,Ongoing,2021,Yes
747,747,26,Genetic Factors Influencing Immunohematology in Experimental,Immunohematology,Completed,2024,No
748,748,42,Advances in Laboratory Hematology for Laboratory Management,Laboratory Hematology,Ongoing,2021,No
749,749,23,Advances in Stem Cell Research for Pediatric Management,Stem Cell Research,Completed,2023,Yes
750,750,98,Epidemiology of Transfusion Medicine in Adult Populations,Transfusion Medicine,Completed,2021,Yes
751,751,11,Advances in Immunohematology for Experimental Management,Immunohematology,Ongoing,2024,Yes
752,752,100,Impact of Hematologic Malignancies Protocols on Pediatric Outcomes,Hematologic Malignancies,Completed,2024,No
753,753,97,Clinical Outcomes of Transfusion Medicine in Experimental,Transfusion Medicine,Completed,2022,Yes
754,754,6,Genetic Factors Influencing Blood Disorders in Pediatric,Blood Disorders,Completed,2024,No
755,755,10,Epidemiology of Sickle Cell Disease in Experimental Populations,Sickle Cell Disease,Ongoing,2022,Yes
756,756,65,Advances in Transfusion Medicine for Pediatric Management,Transfusion Medicine,Ongoing,2024,Yes
757,757,48,Correlation between Stem Cell Research and Pediatric in Pediatric,Stem Cell Research,Ongoing,2024,Yes
758,758,30,Molecular Mechanisms of Transfusion Medicine in Hospital Patients,Transfusion Medicine,Completed,2022,No
759,759,22,Advances in Laboratory Hematology for Hospital Management,Laboratory Hematology,Completed,2022,Yes
760,760,56,Clinical Outcomes of Blood Disorders in Laboratory,Blood Disorders,Ongoing,2024,No
761,761,5,Advances in Transfusion Medicine for Hospital Management,Transfusion Medicine,Completed,2021,Yes
762,762,11,Impact of Laboratory Hematology Protocols on Pediatric Outcomes,Laboratory Hematology,Ongoing,2024,Yes
763,763,27,Molecular Mechanisms of Immunohematology in Experimental Patients,Immunohematology,Completed,2024,Yes
764,764,61,Molecular Mechanisms of Hematologic Malignancies in Community Patients,Hematologic Malignancies,Ongoing,2022,No
765,765,22,Clinical Outcomes of Transfusion Medicine in Pediatric,Transfusion Medicine,Completed,2023,No
766,766,5,Molecular Mechanisms of Blood Disorders in Community Patients,Blood Disorders,Ongoing,2022,No
767,767,54,Evaluation of Sickle Cell Disease Techniques in Pediatric,Sickle Cell Disease,Completed,2023,Yes
768,768,50,Impact of Blood Disorders Protocols on Hospital Outcomes,Blood Disorders,Ongoing,2023,No
769,769,67,Correlation between Sickle Cell Disease and Experimental in Hospital,Sickle Cell Disease,Ongoing,2022,Yes
770,770,6,Evaluation of Blood Disorders Techniques in Hospital,Blood Disorders,Ongoing,2022,No
771,771,72,Molecular Mechanisms of Laboratory Hematology in Adult Patients,Laboratory Hematology,Ongoing,2023,Yes
772,772,17,Evaluation of Hematologic Malignancies Techniques in Adult,Hematologic Malignancies,Ongoing,2024,Yes
773,773,63,Advances in Hematologic Malignancies for Pediatric Management,Hematologic Malignancies,Ongoing,2023,No
774,774,87,Impact of Immunohematology Protocols on Pediatric Outcomes,Immunohematology,Completed,2024,Yes
775,775,51,Correlation between Sickle Cell Disease and Laboratory in Community,Sickle Cell Disease,Completed,2021,No
776,776,1,Epidemiology of Immunohematology in Laboratory Populations,Immunohematology,Ongoing,2024,No
777,777,93,Correlation between Immunohematology and Pediatric in Pediatric,Immunohematology,Completed,2023,No
778,778,100,Advances in Sickle Cell Disease for Experimental Management,Sickle Cell Disease,Ongoing,2022,No
779,779,34,Genetic Factors Influencing Blood Disorders in Community,Blood Disorders,Ongoing,2024,No
780,780,56,Correlation between Transfusion Medicine and Hospital in Experimental,Transfusion Medicine,Ongoing,2024,Yes
781,781,15,Evaluation of Hematologic Malignancies Techniques in Community,Hematologic Malignancies,Ongoing,2021,No
782,782,46,Epidemiology of Transfusion Medicine in Hospital Populations,Transfusion Medicine,Completed,2024,Yes
783,783,85,Impact of Blood Disorders Protocols on Experimental Outcomes,Blood Disorders,Ongoing,2024,Yes
784,784,58,Correlation between Clinical Hematology and Pediatric in Experimental,Clinical Hematology,Ongoing,2024,Yes
785,785,12,Correlation between Blood Disorders and Laboratory in Experimental,Blood Disorders,Ongoing,2023,Yes
786,786,90,Epidemiology of Blood Disorders in Community Populations,Blood Disorders,Completed,2024,No
787,787,12,Clinical Outcomes of Clinical Hematology in Adult,Clinical Hematology,Completed,2022,No
788,788,99,Molecular Mechanisms of Blood Disorders in Adult Patients,Blood Disorders,Completed,2022,Yes
789,789,82,Epidemiology of Laboratory Hematology in Experimental Populations,Laboratory Hematology,Completed,2022,No
790,790,96,Genetic Factors Influencing Laboratory Hematology in Pediatric,Laboratory Hematology,Ongoing,2022,Yes
791,791,19,Evaluation of Stem Cell Research Techniques in Adult,Stem Cell Research,Ongoing,2021,No
792,792,96,Genetic Factors Influencing Blood Disorders in Laboratory,Blood Disorders,Completed,2021,No
793,793,61,Advances in Immunohematology for Adult Management,Immunohematology,Completed,2021,No
794,794,54,Genetic Factors Influencing Laboratory Hematology in Laboratory,Laboratory Hematology,Ongoing,2021,Yes
795,795,72,Genetic Factors Influencing Laboratory Hematology in Adult,Laboratory Hematology,Completed,2022,No
796,796,86,Correlation between Blood Disorders and Community in Community,Blood Disorders,Ongoing,2022,No
797,797,57,Genetic Factors Influencing Blood Disorders in Hospital,Blood Disorders,Ongoing,2021,Yes
798,798,35,Evaluation of Blood Disorders Techniques in Community,Blood Disorders,Ongoing,2024,No
799,799,94,Clinical Outcomes of Sickle Cell Disease in Hospital,Sickle Cell Disease,Completed,2023,No
800,800,35,Correlation between Hematologic Malignancies and Hospital in Adult,Hematologic Malignancies,Completed,2021,No
801,801,6,Impact of Clinical Hematology Protocols on Pediatric Outcomes,Clinical Hematology,Ongoing,2023,Yes
802,802,40,Correlation between Transfusion Medicine and Laboratory in Pediatric,Transfusion Medicine,Ongoing,2022,Yes
803,803,91,Impact of Stem Cell Research Protocols on Laboratory Outcomes,Stem Cell Research,Completed,2021,Yes
804,804,19,Genetic Factors Influencing Laboratory Hematology in Hospital,Laboratory Hematology,Ongoing,2024,Yes
805,805,79,Advances in Clinical Hematology for Adult Management,Clinical Hematology,Ongoing,2023,No
806,806,11,Clinical Outcomes of Immunohematology in Adult,Immunohematology,Ongoing,2023,No
807,807,43,Advances in Blood Disorders for Laboratory Management,Blood Disorders,Completed,2024,No
808,808,36,Evaluation of Laboratory Hematology Techniques in Experimental,Laboratory Hematology,Completed,2022,No
809,809,58,Impact of Stem Cell Research Protocols on Adult Outcomes,Stem Cell Research,Ongoing,2022,Yes
810,810,35,Impact of Sickle Cell Disease Protocols on Hospital Outcomes,Sickle Cell Disease,Completed,2022,Yes
811,811,21,Clinical Outcomes of Transfusion Medicine in Hospital,Transfusion Medicine,Completed,2024,Yes
812,812,17,Advances in Clinical Hematology for Community Management,Clinical Hematology,Completed,2022,Yes
813,813,66,Advances in Sickle Cell Disease for Community Management,Sickle Cell Disease,Ongoing,2022,No
814,814,88,Genetic Factors Influencing Clinical Hematology in Hospital,Clinical Hematology,Completed,2024,No
815,815,83,Correlation between Sickle Cell Disease and Hospital in Laboratory,Sickle Cell Disease,Completed,2022,Yes
816,816,97,Molecular Mechanisms of Immunohematology in Adult Patients,Immunohematology,Ongoing,2024,Yes
